遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,28,32
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,28,36
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,28,37
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,28,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,28,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,32,36
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,32,37
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,32,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,32,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,36,37
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,36,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,36,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,37,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,37,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,22,38,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,32,36
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,32,37
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,32,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,32,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,36,37
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,36,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,36,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,37,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,37,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,28,38,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,32,36,37
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,32,36,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,32,36,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,32,37,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,32,37,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,32,38,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,36,37,38
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,36,37,47
春節加碼活動,115000013,2026/02/12,195656750,3913135,163266467,05,06,14,36,38,47
